Date,Open,High,Low,Close,Volume
2022-09-19,58.39414982759139,58.852386421188534,58.33883907157861,58.84449005126953,26891900
2022-09-20,58.4810246801012,58.52053062223235,58.20450116846455,58.2440071105957,32769500
2022-09-21,58.3862428952216,58.65486411792369,57.801592095169006,58.070213317871094,37851300
2022-09-22,57.87269536096039,57.9833048084395,57.517165855172244,57.72257995605469,48278100
2022-09-23,57.32754277151069,57.461859406070424,56.79029431655967,56.98781204223633,53312000
2022-09-26,56.82191011058516,57.027330277292386,56.30046633696089,56.31626510620117,42287400
2022-09-27,56.7982019055768,56.82190307038263,56.01603332816869,56.19774627685547,45295500
2022-09-28,56.624405758877785,57.27226395098252,56.44269274462208,57.2011604309082,48935800
2022-09-29,56.82980119284874,56.86140475280017,56.347857452174225,56.66388702392578,38068800
2022-09-30,56.671791163879924,57.106326564110724,56.39526151274052,56.40316390991211,42928700
2022-10-03,56.84859165975075,57.26939731375233,56.737435677846435,57.142364501953125,48967900
2022-10-04,57.88075592802044,58.38095780040949,57.777535341819906,58.373016357421875,45901300
2022-10-05,57.89662878978267,58.277739278977236,57.65049859194505,58.142765045166016,47833500
2022-10-06,58.07925748820404,58.32538773633413,57.88076378937733,57.968101501464844,37196000
2022-10-07,57.6187340383374,57.777526528591025,57.245565022941655,57.26144790649414,33983000
2022-10-10,57.22174831720013,57.25350802762688,56.30867632945368,56.562747955322266,37759700
2022-10-11,56.673907333125825,57.18205061552776,56.60245252351262,56.7374267578125,46344600
2022-10-12,56.6977360214319,57.04708076898688,56.6977360214319,56.83271026611328,32784800
2022-10-13,55.951387050719646,57.09471233179587,55.89580907497538,56.95973205566406,48832500
2022-10-14,57.317033142754774,57.45994882510068,56.634214444607224,56.777130126953125,37152100
2022-10-17,57.28526263130779,57.642548741053666,57.277321190022704,57.47581481933594,33820000
2022-10-18,58.06334803182395,58.206263671886646,57.626665728747604,57.8807373046875,37648400
2022-10-19,57.48376116749951,57.6743133717934,57.15029329559884,57.3249626159668,33194000
2022-10-20,57.33290021794939,57.76164719205353,56.95179583488678,57.00737380981445,47281100
2022-10-21,56.840635615569994,57.62667478826049,56.81681734807243,57.555213928222656,60211200
2022-10-24,57.610797939540284,57.74577823207403,57.293212929579354,57.59492111206055,29551200
2022-10-25,57.73783547738479,58.1586410578108,57.72195259272024,58.150699615478516,37459200
2022-10-26,58.00777221697112,58.523856828438944,57.92043454160528,58.309486389160156,50552100
2022-10-27,58.45240796857801,58.865272065139315,58.245972891524836,58.73823928833008,49481500
2022-10-28,58.95260114755095,59.301951833506116,58.84938665285699,59.1907958984375,123446800
2022-10-31,58.88908744032396,58.89702888146738,58.29360656300697,58.30154800415039,60269700
2022-11-01,58.93118894034385,58.939154698408046,58.34936632289628,58.65222930908203,39586700
2022-11-02,58.62832481448751,59.210147480969766,58.08635526461035,58.11823654174805,50659500
2022-11-03,57.52050336521451,57.895100947077026,57.29734040088826,57.703819274902344,37507100
2022-11-04,58.07838167273214,58.34936337075697,57.70378431780166,58.102291107177734,39849100
2022-11-07,58.22185877159875,58.26967765232639,57.92696148540234,58.09433364868164,24913000
2022-11-08,58.14214183985198,58.23778566445549,57.85521644677287,58.03853225708008,39489200
2022-11-09,57.8632141151725,57.97479558665295,57.241544179571655,57.34515380859375,45728900
2022-11-10,58.9630828509028,59.194211498923494,58.54863227495451,59.130455017089844,67165700
2022-11-11,59.15436342399736,59.52896087161152,58.923228699283676,59.33767318725586,20934800
2022-11-14,59.178268465070126,59.21014974342603,58.875405441787194,58.899314880371094,37932800
2022-11-15,59.48909051343531,59.53690938030233,59.034793036006185,59.417362213134766,50673700
2022-11-16,59.369533201747565,59.43329574035964,59.22607053023559,59.289833068847656,31124900
2022-11-17,58.827576229194506,59.11450163291371,58.763819757825964,59.0348014831543,34338000
2022-11-18,59.34562889678238,59.34562889678238,58.99494098485063,59.16231918334961,31663800
2022-11-21,59.09858450075958,59.257984855477844,58.99496879753233,59.138431549072266,19070500
2022-11-22,59.25001036276453,59.608670265935345,59.18625387216984,59.568817138671875,24572500
2022-11-23,59.52098754530255,60.01513826311937,59.50504994570374,59.90355682373047,30316300
2022-11-25,59.89557800842593,59.91948744540598,59.69632459261662,59.78399658203125,9465900
2022-11-28,59.61661578297185,59.72022535507973,59.13043703255731,59.15434646606445,31668900
2022-11-29,59.15436819837346,59.45723126861533,59.04278674719314,59.4094123840332,27162300
2022-11-30,59.45721675945657,60.32596479534324,59.28984462352939,60.30205535888672,41702100
2022-12-01,60.485334441184776,60.55737255266103,60.17318353990114,60.52535629272461,42134200
2022-12-02,60.0211233770213,60.50135518749113,60.0211233770213,60.47734451293945,27535800
2022-12-05,60.25326937878789,60.2692805748142,59.781042906207254,59.90109634399414,29736500
2022-12-06,59.92507453076298,60.0291228119716,59.57290172285973,59.68495559692383,24976800
2022-12-07,59.668966694331814,60.085166038478754,59.668966694331814,60.01313400268555,24614200
2022-12-08,60.08516408968421,60.14119104008835,59.86906188283383,60.061153411865234,23839500
2022-12-09,59.88506696588661,60.28526121348181,59.88506696588661,60.061153411865234,20687300
2022-12-12,60.205219265018,60.349289428073185,60.10917045415482,60.29326248168945,22415700
2022-12-13,61.31776628986544,61.38979832706367,60.58141030159946,60.917572021484375,45923300
2022-12-14,60.837520583441965,60.99759581187706,60.20521305010979,60.57339096069336,57177300
2022-12-15,60.27248348241672,60.43340074540116,60.047190720198365,60.34489440917969,41666500
2022-12-16,59.998922866929924,60.19202482985692,59.87019027117883,60.0230598449707,38197100
2022-12-19,59.78970751268842,59.910398505198344,59.58855790470484,59.7172966003418,24135100
2022-12-20,59.41959464006071,59.69316130667582,59.29086207940581,59.564422607421875,32917800
2022-12-21,59.86210326989539,60.183943755906,59.81382320690595,60.0713005065918,23211500
2022-12-22,59.83798879408807,59.93453667915509,59.47591580928975,59.701202392578125,26893700
2022-12-23,59.60465663673018,59.902354144453284,59.50005490603896,59.85408020019531,13196500
2022-12-27,59.79776318333502,59.837995565731894,59.202361983179394,59.23454666137695,22108000
2022-12-28,59.33108925628941,59.40350631041356,58.4057997912308,58.437984466552734,41064800
2022-12-29,58.6713303440075,59.23455306545749,58.534550050829786,59.19432067871094,33378900
2022-12-30,58.993168259841696,59.27477653808029,58.96098357967156,59.242591857910156,15170300
2023-01-03,59.62880276968845,59.693172130987676,59.26673585493056,59.3552360534668,28787700
2023-01-04,59.74947147079483,60.07131201848202,59.532226492201886,60.039127349853516,37120100
2023-01-05,59.82993546041253,59.9747634129828,59.685107507842254,59.91844177246094,35142000
2023-01-06,60.24028855462268,60.97246995683061,60.10350215189453,60.77132034301758,60041200
2023-01-09,60.94831591187667,61.11728080351554,60.85980961550431,60.988548278808594,35806900
2023-01-10,60.956381518153975,61.044887840523955,60.77132116994425,60.9161491394043,35695500
2023-01-11,61.14948597942316,61.350635604355475,61.028794976743896,61.318450927734375,31826700
2023-01-12,61.47130016997706,61.71267593292735,61.18969204390334,61.66440200805664,29404900
2023-01-13,61.35865691954757,61.76899755814209,61.326472256768184,61.66440200805664,26301500
2023-01-17,61.56785872411559,61.5920018293453,61.3828045542059,61.45521545410156,30961200
2023-01-18,61.83339798276193,62.0184583521702,61.51155733169527,61.527652740478516,52989700
2023-01-19,61.318452618329715,61.41500665085508,61.10925528382455,61.16557693481445,50070900
2023-01-20,61.1494822488615,61.28626251220703,60.932243368171484,61.28626251220703,36625400
2023-01-23,61.22995248401629,61.447197544525544,61.12535687548232,61.27823257446289,26764800
2023-01-24,61.15753368322829,61.350635604355475,61.05293194955987,61.318450927734375,27774500
2023-01-25,61.11731521022487,61.3747865431826,61.052945842335234,61.31041717529297,25857700
2023-01-26,61.43915419058039,61.527660534299976,61.22190911468663,61.46329116821289,25512400
2023-01-27,61.3667327733146,61.447197544525544,61.189726237011,61.27823257446289,35813400
2023-01-30,61.05291655538383,61.173607527631496,60.924184019958076,60.94027328491211,32002000
2023-01-31,61.10123457881893,61.4391646001302,61.08513916526983,61.4150276184082,41006600
2023-02-01,61.42953940329437,62.2380355429262,61.26783647436639,62.06016540527344,46900900
2023-02-02,62.51293058529156,62.52909779642559,62.31080652026303,62.41590881347656,56399900
2023-02-03,61.93081941313814,62.141030192076464,61.71252811187201,61.76103591918945,39682300
2023-02-06,61.494224359806076,61.52656495082623,61.27593308084134,61.3648681640625,40944200
2023-02-07,61.308263231942185,61.73676519540164,61.26783595796693,61.58314895629883,37101300
2023-02-08,61.4942311271233,61.57508569774007,61.19509142185697,61.32444763183594,34066600
2023-02-09,61.53466364193268,61.53466364193268,60.871696817562,60.92829132080078,42581900
2023-02-10,60.661478482567,60.839348661601356,60.386592691941146,60.459354400634766,65905000
2023-02-13,60.49979468687184,60.815107828985695,60.435113486351355,60.61298370361328,38741300
2023-02-14,60.499790352493015,60.79084956564407,60.241071737285225,60.629146575927734,54193600
2023-02-15,60.41084788026648,60.54020408792008,60.297658885442985,60.53212356567383,44897600
2023-02-16,60.26533273701169,60.30575386294467,60.01470078387441,60.047035217285156,89945400
2023-02-17,59.950010005527425,60.378512115681474,59.723631997773445,60.281490325927734,75910300
2023-02-21,59.70744158277124,59.852971141718086,59.10915613747258,59.351707458496094,98782400
2023-02-22,59.5053271999473,59.98234323052392,59.5053271999473,59.73979187011719,70093300
2023-02-23,60.014684942947646,60.41893310561017,59.93383037574519,60.32999801635742,47908100
2023-02-24,59.82874739883621,60.08746605977327,59.76406619151708,59.966190338134766,47576500
2023-02-27,60.249139060254905,60.451263126862266,60.135950076421736,60.37041473388672,40292000
2023-02-28,60.346156298014854,60.346156298014854,60.1682861458328,60.25722122192383,32999000
2023-03-01,60.2572215165998,60.273486934000694,59.93999312793185,60.08640670776367,45341400
2023-03-02,59.76920519989669,60.23284737691644,59.76920519989669,60.159637451171875,37886100
2023-03-03,60.42804746401641,60.8510166582701,60.33043632420075,60.77781295776367,50123300
