Date,Open,High,Low,Close,Volume
2022-09-19,33.31470135867873,34.28580123276688,33.272885441693894,34.23933792114258,10323400
2022-09-20,33.7747049452208,33.7747049452208,33.33794192362268,33.58884811401367,9549600
2022-09-21,33.83045730905303,33.900154059330426,32.84077479887072,32.854713439941406,17767400
2022-09-22,32.98945983756139,33.08238647547224,32.436536770697,32.45977020263672,11753000
2022-09-23,31.90220268432048,31.944018607115396,31.32140234600929,31.795333862304688,14010200
2022-09-26,31.567666996926416,31.97190183886674,31.12161267948474,31.27958869934082,14978000
2022-09-27,31.6791832051973,31.8603926809862,31.061210610878746,31.349288940429688,14157800
2022-09-28,31.516546949092042,32.30643390451386,31.395739499406552,32.15774917602539,13507800
2022-09-29,31.85109150305761,31.85109150305761,31.223824310957028,31.683820724487305,11454600
2022-09-30,31.6605892635189,32.18563151813926,31.502613265551826,31.600187301635742,10820800
2022-10-03,32.106649983614545,32.86865993353522,31.925440516555653,32.62704849243164,19858000
2022-10-04,33.28218147988735,33.86298182115602,33.226426915876885,33.82581329345703,30250200
2022-10-05,33.35186736458619,33.71893348607753,33.068436606788104,33.44479751586914,18429800
2022-10-06,33.1846052498629,33.53773282654249,33.00804323398496,33.091678619384766,23953600
2022-10-07,32.817542629367814,32.88723938232589,32.06482762320808,32.2739143371582,10183800
2022-10-10,32.39936314242781,32.53410568271121,32.12987097201412,32.343605041503906,10391200
2022-10-11,32.07411873590942,32.6177470258581,31.865032022828885,32.09270477294922,13918800
2022-10-12,32.10199785163542,32.13452607700509,31.832509161484133,31.85109519958496,16029200
2022-10-13,31.22846733457736,32.9336960133164,31.065843973989224,32.785011291503906,19446400
2022-10-14,32.998753103278304,33.06844985843967,31.623418217452468,31.679176330566406,16595200
2022-10-17,32.32037805135123,32.68744431280775,32.27856212602127,32.46906280517578,11471400
2022-10-18,33.24965486505902,33.454097707648025,32.73855130351026,33.10561752319336,15958800
2022-10-19,32.864001488250814,33.138137492863336,32.51552135328173,32.71531677246094,8690200
2022-10-20,32.7617977984496,33.3518895863418,32.39937882927996,32.47836685180664,11416600
2022-10-21,32.41795281145338,33.649250339755035,32.38542813160802,33.602787017822266,16680600
2022-10-24,33.737532740088085,33.91874217496313,33.342589190871294,33.40763854980469,13474800
2022-10-25,33.4308662030272,34.25792886617506,33.38905028004741,34.23469543457031,12002600
2022-10-26,34.42985121597717,34.83408962001401,34.188239779779416,34.476314544677734,13530600
2022-10-27,34.52742097462137,34.79691321045526,34.32298164478558,34.388031005859375,9954000
2022-10-28,34.2811594733199,34.801557865857,34.113888688037406,34.73186111450195,9254800
2022-10-31,34.541362871434174,34.824793776356216,34.36944820593777,34.42055892944336,9583400
2022-11-01,34.93629890142926,34.97346742448867,34.22075254491378,34.508827209472656,23317600
2022-11-02,34.64822124681199,34.945590705590504,33.59813335148086,33.6120719909668,31466600
2022-11-03,33.193906750108475,34.09995398766331,33.1149151988176,33.86763381958008,17459000
2022-11-04,34.73187033721277,35.30337959617403,34.4437920094134,35.04317855834961,19279600
2022-11-07,35.26154841218719,35.340536404181634,34.894482188013,35.31730651855469,11153200
2022-11-08,35.52174891334955,36.27911485822982,35.424174877398684,35.925987243652344,12313600
2022-11-09,35.758717732016535,36.07932067939399,35.26620013917228,35.34518814086914,13207800
2022-11-10,36.78093182816916,37.32920403834875,36.60436622631853,37.301326751708984,17436600
2022-11-11,37.719497112575205,38.18413738075429,37.6405091177665,37.75202178955078,12982400
2022-11-14,37.6265680661036,38.22130700407895,37.589395996249216,37.70090866088867,12733800
